 El-array Spa.1 Spa.2 Spa.3 Spa.4 Rho  Dev.  M   Sp   Vp   In   Time Spa.5 Spa.6 Spa.7 Spa.8 Spa.9 Spa.10 Spa.11 Spa.12 M1   M2   M3   M4   M5   M6   M7   M8   M9   M10   M11  M12  M13  M14  M15  M16  M17  M18  M19  M20  Mdly TM1  TM2  TM3  TM4  TM5  TM6  TM7  TM8  TM9  TM10 TM11 TM12 TM13 TM14 TM15 TM16 TM17 TM18 TM19 TM20 Stack Rs-Check Vab  Pab  Rab  Latitude Longitude Name Channel Overload Tx-Bat Rx-Bat Temp. Date Gapfiller Synch Cole Tau Cole M Cole rms
 Wenner VES 0.00 15.00 5.00 10.00 0.68 2.62 -0.82 -148.50 14.784 678.534 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.71 -2.43 -3.56 -1.31 -0.82 -2.36 -1.47 -1.06 -2.35 -3.56 -0.33 1.20 0.96 2.09 0.23 -0.41 -0.01 -0.25 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 315 214 0.5 00.000000 00.000000 WE48 1 0 10.64 11.98 38.7 6/21/2016 11:42:43 AM 0 1 0.0 0.00 0.0
 Wenner VES 0.00 12.00 4.00 8.00 0.86 1.90 1.89 -53.40 22.290 650.213 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.96 2.85 2.96 2.55 2.24 1.99 1.65 1.83 1.76 1.39 0.85 0.82 1.16 1.55 1.82 1.96 1.49 2.17 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 326 212 0.5 00.000000 00.000000 WE48 1 0 10.64 11.98 38.7 6/21/2016 11:42:49 AM 0 1 0.0 0.00 0.0
 Wenner VES 0.00 9.00 3.00 6.00 1.19 1.47 1.90 -76.98 37.763 599.844 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.88 2.82 2.67 2.44 2.24 2.10 1.98 1.78 1.65 1.69 1.57 1.53 1.56 1.44 1.68 1.60 1.33 1.31 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 347 208 0.6 00.000000 00.000000 WE48 1 0 10.64 12.01 39.2 6/21/2016 11:42:55 AM 0 1 0.0 0.00 0.0
 Wenner VES 0.00 6.00 2.00 4.00 1.58 0.33 -0.40 41.78 65.668 523.069 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -1.45 -1.10 -0.82 -0.68 -0.55 -0.53 -0.41 -0.40 -0.36 -0.34 -0.22 -0.08 -0.20 -0.24 0.08 0.01 -0.02 0.04 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 419 219 0.8 00.000000 00.000000 WE48 1 0 10.58 11.98 39.2 6/21/2016 11:43:01 AM 0 1 0.0 0.00 0.0
 Wenner VES 0.00 3.00 1.00 2.00 0.74 0.08 -0.64 54.07 81.942 698.896 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -5.96 -3.65 -2.21 -1.49 -0.85 -0.58 -0.34 0.02 0.10 0.26 0.31 0.32 0.37 0.41 0.46 0.41 0.43 0.57 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 306 214 0.4 00.000000 00.000000 WE48 1 0 10.64 11.98 39.2 6/21/2016 11:43:07 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 46.00 16.00 31.00 0.57 31.60 5.48 -100.02 2.637 434.747 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 7.58 8.84 4.43 3.93 5.74 4.66 3.67 1.38 1.46 -0.03 -4.68 -1.19 6.04 8.23 8.98 10.43 15.22 13.95 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 507 220 1.2 00.000000 00.000000 WE48 1 0 10.61 11.98 39.2 6/21/2016 11:43:16 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 43.00 15.00 29.00 0.54 17.67 15.42 -152.97 2.851 467.359 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 29.76 30.46 31.98 29.67 27.20 17.10 22.91 10.80 13.04 15.06 6.23 10.81 10.63 14.34 14.98 -0.48 0.73 -7.65 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 475 222 1.0 00.000000 00.000000 WE48 1 0 10.58 11.98 39.2 6/21/2016 11:43:26 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 40.00 14.00 27.00 0.52 35.33 11.28 239.58 2.598 405.065 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 20.80 18.96 17.70 21.11 20.08 12.95 7.92 4.41 8.31 6.70 -1.55 -9.26 4.31 11.97 13.16 13.28 17.01 15.18 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 538 218 1.3 00.000000 00.000000 WE48 1 0 10.61 11.98 39.2 6/21/2016 11:43:36 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 37.00 13.00 25.00 0.50 22.85 5.79 100.72 2.845 429.830 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -2.55 0.69 5.42 9.37 13.49 12.65 11.51 13.46 13.36 9.60 8.06 6.56 5.64 2.46 -2.32 -1.58 -1.55 0.00 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 511 219 1.2 00.000000 00.000000 WE48 1 0 10.61 11.98 39.2 6/21/2016 11:43:46 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 34.00 12.00 23.00 0.45 16.21 19.04 -252.98 2.669 409.411 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 44.45 45.61 44.69 37.79 38.48 39.85 36.06 23.71 18.33 14.53 19.70 7.45 2.79 -5.76 -8.67 -4.40 -2.35 -9.50 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 533 218 1.3 00.000000 00.000000 WE48 1 0 10.61 11.96 39.2 6/21/2016 11:43:56 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 31.00 11.00 21.00 0.49 4.85 24.96 155.89 2.684 343.181 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -3.78 -7.61 -0.97 0.40 13.79 12.43 16.02 23.65 21.12 25.46 32.54 22.89 26.49 41.62 57.54 65.00 54.87 47.86 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 623 214 1.8 00.000000 00.000000 WE48 1 0 10.61 11.98 39.2 6/21/2016 11:44:01 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 28.00 10.00 19.00 0.46 6.29 3.43 127.09 3.811 470.984 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 6.52 9.02 5.89 9.64 4.34 -0.06 5.59 10.29 4.03 -3.16 -4.41 -3.77 1.24 2.49 0.29 3.11 2.49 8.12 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 466 220 1.0 00.000000 00.000000 WE48 1 0 10.58 11.98 39.2 6/21/2016 11:44:07 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 25.00 9.00 17.00 0.44 8.07 -15.25 -191.78 4.135 475.194 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -38.96 -27.99 -23.94 -14.13 -23.37 -23.08 -16.15 -9.51 -10.66 -6.91 -6.61 -4.30 -4.01 -8.63 -10.37 -13.84 -14.41 -17.59 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 464 220 1.0 00.000000 00.000000 WE48 1 0 10.58 12.01 39.2 6/21/2016 11:44:13 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 22.00 8.00 15.00 0.38 18.41 -11.72 242.69 4.040 465.976 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.57 -3.36 -5.45 -10.30 -5.11 -4.82 -8.33 -10.98 -13.96 -16.30 -17.75 -14.48 -16.69 -18.34 -22.69 -16.05 -15.29 -13.62 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 473 220 1.0 00.000000 00.000000 WE48 1 0 10.58 11.96 39.2 6/21/2016 11:44:23 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 19.00 7.00 13.00 0.38 7.66 5.45 -3.19 3.615 362.898 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 19.50 16.97 12.14 11.59 9.72 8.19 5.67 3.03 4.23 3.02 1.49 3.03 4.03 3.37 -0.04 -2.46 -2.02 -3.33 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 593 215 1.6 00.000000 00.000000 WE48 1 0 10.61 11.98 39.2 6/21/2016 11:44:29 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 16.00 6.00 11.00 0.39 1.70 7.58 -147.04 5.577 451.188 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 19.27 15.84 10.06 6.42 3.21 3.21 2.99 6.42 7.70 9.63 4.28 6.19 1.07 5.14 5.77 6.41 11.97 10.91 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 485 219 1.1 00.000000 00.000000 WE48 1 0 10.58 12.01 39.2 6/21/2016 11:44:35 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 13.00 5.00 9.00 0.44 2.29 22.11 155.66 7.239 417.620 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 57.39 44.69 37.26 32.98 25.72 24.24 20.94 21.11 17.31 19.12 20.11 14.34 9.56 8.24 9.72 14.18 11.05 10.06 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 522 218 1.3 00.000000 00.000000 WE48 1 0 10.61 12.01 39.2 6/21/2016 11:44:41 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 10.00 4.00 7.00 0.54 0.51 2.06 -10.26 9.872 345.144 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 5.43 3.94 3.34 3.38 3.26 3.38 2.90 2.38 1.17 0.44 0.28 -0.16 0.52 1.17 1.25 1.41 0.93 2.01 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 612 211 1.8 00.000000 00.000000 WE48 1 0 10.64 11.98 39.2 6/21/2016 11:44:47 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 7.00 3.00 5.00 0.64 0.28 2.99 -165.73 19.273 377.197 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 6.38 4.77 4.65 3.65 3.28 2.54 3.47 2.48 1.80 2.85 3.34 2.73 3.53 3.03 1.67 1.12 1.92 0.56 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 574 217 1.5 00.000000 00.000000 WE48 1 0 10.61 12.01 39.2 6/21/2016 11:44:53 AM 0 1 0.0 0.00 0.0
 Wenner VES 1.00 4.00 2.00 3.00 1.39 0.05 -1.65 228.19 94.234 425.913 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -7.87 -4.78 -3.45 -2.74 -2.23 -1.94 -1.29 -1.15 -1.14 -0.72 -0.71 -0.61 -0.58 -0.41 -0.03 -0.03 0.08 -0.09 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 515 219 1.2 00.000000 00.000000 WE48 1 0 10.58 11.98 39.7 6/21/2016 11:44:58 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 47.00 17.00 32.00 0.65 12.60 -6.09 7.14 3.128 453.522 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -6.01 -8.56 -14.72 -18.16 -16.39 -14.77 -12.92 -12.45 -8.81 -7.91 -5.42 -3.68 -6.14 -3.67 2.58 8.88 8.70 9.86 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 483 219 1.1 00.000000 00.000000 WE48 1 0 10.58 11.98 39.7 6/21/2016 11:45:08 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 44.00 16.00 30.00 0.60 9.87 7.33 -74.51 2.973 434.704 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -4.61 -4.85 -4.96 -1.95 -5.81 -7.99 -2.41 6.35 11.59 11.76 16.59 19.15 16.76 14.75 15.13 15.27 17.29 19.84 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 504 219 1.2 00.000000 00.000000 WE48 1 0 10.58 12.01 39.2 6/21/2016 11:45:14 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 41.00 15.00 28.00 0.58 18.03 -11.58 92.08 3.128 444.247 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -12.94 -9.84 -11.34 -10.33 -12.12 -13.64 -12.57 -13.23 -12.86 -10.09 -8.30 -8.49 -10.85 -12.46 -11.90 -9.51 -12.36 -15.72 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 493 219 1.1 00.000000 00.000000 WE48 1 0 10.58 11.98 39.2 6/21/2016 11:45:24 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 38.00 14.00 26.00 0.57 9.01 -19.48 45.29 3.224 426.493 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 14.44 13.59 -1.88 -17.13 -20.69 -19.36 -17.95 -18.86 -21.31 -25.84 -26.03 -24.65 -22.38 -23.83 -30.18 -32.86 -37.99 -37.82 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 4 0.00 509 217 1.2 00.000000 00.000000 WE48 1 0 10.58 11.98 39.7 6/21/2016 11:45:31 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 35.00 13.00 24.00 0.54 4.38 -6.03 -18.60 3.723 472.373 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -4.73 -4.29 -0.03 1.77 2.08 -0.89 -0.88 -2.91 -7.60 -6.02 -4.75 -6.46 -8.17 -12.01 -13.39 -11.14 -14.33 -14.86 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 463 219 1.0 00.000000 00.000000 WE48 1 0 10.58 11.98 39.2 6/21/2016 11:45:37 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 32.00 12.00 22.00 0.53 9.64 8.04 -65.50 3.058 362.601 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 15.77 14.52 15.45 12.58 9.68 5.79 2.41 0.95 0.25 5.78 6.42 4.05 4.81 7.96 9.38 9.62 10.39 8.86 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 592 215 1.6 00.000000 00.000000 WE48 1 0 10.61 12.01 39.7 6/21/2016 11:45:43 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 29.00 11.00 20.00 0.54 11.66 -1.44 -66.44 4.472 466.186 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.08 1.80 0.18 -0.22 -1.20 -2.17 -0.70 0.46 -0.39 -3.74 -5.27 -5.74 -5.49 -3.76 -2.30 -2.21 -0.43 2.20 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 473 220 1.0 00.000000 00.000000 WE48 1 0 10.55 11.96 39.7 6/21/2016 11:45:52 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 26.00 10.00 18.00 0.54 5.20 8.84 5.71 5.077 476.325 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 8.35 11.79 11.86 11.00 12.81 10.38 10.86 8.05 8.98 11.10 10.72 8.14 8.69 8.37 5.01 5.56 4.85 2.66 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 458 218 1.0 00.000000 00.000000 WE48 1 0 10.58 11.98 39.7 6/21/2016 11:45:58 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 23.00 9.00 16.00 0.48 5.20 10.96 50.87 4.759 439.917 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 7.01 6.43 7.85 8.44 7.35 8.69 8.86 8.36 9.11 11.03 13.37 13.37 13.37 11.87 12.12 13.71 16.72 19.55 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 497 219 1.1 00.000000 00.000000 WE48 1 0 10.58 11.98 39.7 6/21/2016 11:46:04 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 20.00 8.00 14.00 0.46 2.65 13.46 68.51 5.468 448.953 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 22.89 20.06 18.46 15.77 13.59 12.50 11.92 15.62 16.13 12.86 13.37 12.57 11.55 10.76 8.79 10.10 7.56 7.78 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 485 218 1.1 00.000000 00.000000 WE48 1 0 10.58 11.98 39.7 6/21/2016 11:46:10 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 17.00 7.00 12.00 0.52 2.67 -0.93 -9.48 6.572 394.728 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -1.58 -3.45 -4.90 -5.03 -3.09 -1.10 0.77 0.53 -0.38 0.95 -0.43 -1.94 -2.66 -1.94 -0.79 2.22 1.55 4.57 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 546 215 1.4 00.000000 00.000000 WE48 1 0 10.58 11.98 39.7 6/21/2016 11:46:16 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 14.00 6.00 10.00 0.50 2.07 6.45 -19.69 8.956 454.692 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 13.84 9.62 7.22 7.35 7.71 7.23 7.98 7.27 6.56 6.34 5.49 4.96 5.94 5.36 5.10 3.85 1.77 2.43 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 482 219 1.1 00.000000 00.000000 WE48 1 0 10.58 11.98 39.7 6/21/2016 11:46:22 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 11.00 5.00 8.00 0.71 0.79 2.12 -79.10 16.281 429.641 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.32 3.25 2.88 3.15 2.61 2.42 2.27 1.83 1.34 1.59 1.39 1.88 1.85 1.88 1.56 1.51 0.93 1.46 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 508 218 1.2 00.000000 00.000000 WE48 1 0 10.58 12.01 39.7 6/21/2016 11:46:28 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 8.00 4.00 6.00 0.79 0.78 1.10 -70.46 26.636 424.097 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.61 1.82 1.10 0.73 0.91 1.22 1.12 1.06 1.01 1.18 0.98 0.90 0.84 0.79 0.91 0.87 0.78 0.90 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 512 217 1.2 00.000000 00.000000 WE48 1 0 10.58 11.98 39.7 6/21/2016 11:46:34 AM 0 1 0.0 0.00 0.0
 Wenner VES 2.00 5.00 3.00 4.00 1.82 0.04 0.88 28.77 126.595 437.688 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.26 1.14 1.16 1.07 1.04 0.98 0.96 0.99 0.94 0.82 0.77 0.74 0.78 0.80 0.72 0.64 0.55 0.50 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 497 218 1.1 00.000000 00.000000 WE48 1 0 10.58 11.98 39.7 6/21/2016 11:46:39 AM 0 1 0.0 0.00 0.0
 Wenner VES 3.00 45.00 17.00 31.00 0.61 18.29 -19.88 -146.31 4.813 694.810 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -33.74 -25.24 -22.17 -15.15 -12.89 -14.99 -11.87 -17.07 -18.41 -24.60 -22.62 -24.26 -27.07 -22.09 -21.24 -20.50 -13.69 -10.32 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 306 213 0.4 00.000000 00.000000 WE48 1 0 10.61 11.96 39.7 6/21/2016 11:46:49 AM 0 1 0.0 0.00 0.0
