 El-array Spa.1 Spa.2 Spa.3 Spa.4 Rho  Dev.  M   Sp   Vp   In   Time Spa.5 Spa.6 Spa.7 Spa.8 Spa.9 Spa.10 Spa.11 Spa.12 M1   M2   M3   M4   M5   M6   M7   M8   M9   M10   M11  M12  M13  M14  M15  M16  M17  M18  M19  M20  Mdly TM1  TM2  TM3  TM4  TM5  TM6  TM7  TM8  TM9  TM10 TM11 TM12 TM13 TM14 TM15 TM16 TM17 TM18 TM19 TM20 Stack Rs-Check Vab  Pab  Rab  Latitude Longitude Name Channel Overload Tx-Bat Rx-Bat Temp. Date Gapfiller Synch Cole Tau Cole M Cole rms
 Dipole Dipole 0.00 2.00 10.00 12.00 0.17 131.65 -142.55 26.79 -0.100 436.378 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -566.76 -422.25 -372.20 -360.53 -217.81 -137.53 -86.62 -106.21 -121.34 -90.86 -127.81 -113.83 -93.62 -87.94 -74.23 -23.94 -86.70 -111.36 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 529 231 1.2 00.000000 00.000000 DD48 1 0 10.67 11.96 23.6 6/21/2016 10:55:41 AM 0 1 0.0 0.00 0.0
 Dipole Dipole 0.00 2.00 12.00 14.00 0.12 278.60 -27.26 -22.83 -0.040 436.378 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -503.82 -523.61 -397.57 -287.85 -178.13 -73.26 -133.33 -114.93 -156.94 -329.51 -244.79 -146.18 -217.01 -220.14 -112.50 -109.03 -308.33 -294.10 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 529 231 1.2 00.000000 00.000000 DD48 2 0 10.67 11.96 23.6 6/21/2016 10:55:41 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 2.00 14.00 16.00 -0.01 203.16 90.86 -26.30 0.002 436.378 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 114.58 135.42 125.00 125.00 104.17 166.67 72.92 41.67 10.42 -52.08 -10.42 104.17 104.17 20.83 31.25 125.00 177.08 239.58 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 529 231 1.2 00.000000 00.000000 DD48 3 0 10.67 11.96 23.6 6/21/2016 10:55:41 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 2.00 16.00 18.00 0.12 333.77 534.95 26.21 -0.016 436.378 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 916.67 766.67 820.83 1008.33 850.00 679.17 812.50 850.00 700.00 604.17 333.33 525.00 454.17 200.00 370.83 508.33 150.00 -162.50 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 529 231 1.2 00.000000 00.000000 DD48 4 0 10.67 11.96 23.6 6/21/2016 10:55:41 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 2.00 11.00 13.00 0.17 187.08 42.92 -5.12 -0.075 440.144 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 86.51 57.44 19.05 -64.09 -9.82 128.97 237.40 197.22 108.43 89.68 28.57 23.41 -39.38 52.18 26.19 -51.19 -60.42 -57.54 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 524 230 1.2 00.000000 00.000000 DD48 1 0 10.67 11.98 24.1 6/21/2016 10:55:51 AM 0 1 0.0 0.00 0.0
 Dipole Dipole 0.00 2.00 13.00 15.00 0.10 301.32 -0.23 -25.64 -0.027 440.144 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -500.00 -504.17 -135.42 79.17 27.08 106.25 66.67 -195.83 -58.33 62.50 -56.25 -106.25 -39.58 -277.08 -381.25 -70.83 45.83 97.92 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 524 230 1.2 00.000000 00.000000 DD48 2 0 10.67 11.98 24.1 6/21/2016 10:55:51 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 2.00 15.00 17.00 0.11 254.13 511.57 -3.44 -0.019 440.144 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 791.67 593.75 541.67 593.75 593.75 375.00 458.33 718.75 562.50 666.67 729.17 437.50 333.33 541.67 520.83 114.58 218.75 416.67 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 524 230 1.2 00.000000 00.000000 DD48 3 0 10.67 11.98 24.1 6/21/2016 10:55:51 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 2.00 17.00 19.00 0.00 288.67 499.99 0.34 0.000 440.144 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2375.00 2000.00 1656.25 1531.25 1625.00 1687.50 1250.00 1250.00 1250.00 1218.75 718.75 500.00 593.75 968.75 937.50 625.00 406.25 375.00 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 524 230 1.2 00.000000 00.000000 DD48 4 0 10.67 11.98 24.1 6/21/2016 10:55:51 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 3.00 18.00 21.00 0.23 109.70 -94.51 33.59 -0.081 690.706 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -208.23 -197.12 -262.27 -156.45 -255.19 -321.86 -333.60 -210.78 -74.04 -62.53 -102.35 -86.87 58.33 156.28 21.59 -6.75 8.23 10.25 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 324 224 0.5 00.000000 00.000000 DD48 1 0 10.73 11.96 24.1 6/21/2016 10:56:00 AM 0 1 0.0 0.00 0.0
 Dipole Dipole 0.00 3.00 21.00 24.00 0.06 365.60 191.84 -16.69 -0.013 690.706 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 140.63 135.42 161.46 177.08 203.13 151.04 62.50 57.29 171.88 322.92 442.71 369.79 286.46 312.50 328.12 197.92 130.21 114.58 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 324 224 0.5 00.000000 00.000000 DD48 2 0 10.73 11.96 24.1 6/21/2016 10:56:01 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 3.00 24.00 27.00 0.21 177.89 -1.46 -4.66 -0.030 690.706 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -529.86 -336.81 -540.28 -533.33 -113.19 -398.61 -95.14 134.72 -195.14 102.08 490.28 210.42 325.00 338.19 145.83 521.53 394.44 43.75 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 324 224 0.5 00.000000 00.000000 DD48 3 0 10.73 11.96 24.1 6/21/2016 10:56:01 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 3.00 27.00 30.00 0.19 139.53 -33.22 -28.92 -0.019 690.706 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -333.33 -163.19 -170.14 -312.50 -206.60 -147.57 -119.79 8.68 -74.65 22.57 126.74 116.32 121.53 149.31 20.83 6.94 13.89 13.89 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 324 224 0.5 00.000000 00.000000 DD48 4 0 10.73 11.96 24.1 6/21/2016 10:56:01 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 3.00 19.00 22.00 0.18 38.42 -268.51 -15.42 -0.052 697.681 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -479.96 -517.06 -542.26 -621.43 -455.85 -434.52 -401.98 -318.15 -439.78 -455.65 -366.96 -492.16 -381.05 -376.98 -520.24 -265.28 -168.25 -147.82 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 321 224 0.5 00.000000 00.000000 DD48 1 0 10.73 11.98 24.1 6/21/2016 10:56:10 AM 0 1 0.0 0.00 0.0
 Dipole Dipole 0.00 3.00 22.00 25.00 0.07 101.87 -85.00 57.04 -0.013 697.681 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -106.25 -275.00 -300.00 -381.25 -318.75 -137.50 -31.25 -206.25 -281.25 -400.00 -393.75 -218.75 -137.50 -193.75 -212.50 -406.25 -462.50 -212.50 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 321 224 0.5 00.000000 00.000000 DD48 2 0 10.73 11.98 24.1 6/21/2016 10:56:10 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 3.00 25.00 28.00 0.15 151.77 -148.26 -7.77 -0.019 697.681 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -394.10 -447.92 -493.06 -531.25 -401.04 -355.90 -409.72 -411.46 -510.42 -407.99 -373.26 -562.50 -458.33 -404.51 -352.43 -347.22 -282.99 -286.46 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 321 224 0.5 00.000000 00.000000 DD48 3 0 10.73 11.98 24.1 6/21/2016 10:56:10 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 3.00 20.00 23.00 0.31 196.93 79.97 5.50 -0.079 703.604 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -124.12 -37.86 -42.38 -90.78 -82.19 73.03 150.91 56.98 125.89 118.59 31.54 36.25 8.24 166.83 185.30 197.71 234.50 192.12 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 320 225 0.5 00.000000 00.000000 DD48 1 0 10.73 11.98 23.6 6/21/2016 10:56:20 AM 0 1 0.0 0.00 0.0
 Dipole Dipole 0.00 4.00 26.00 30.00 0.42 201.92 -51.13 -20.90 -0.072 578.461 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 8.71 -10.12 -143.15 -12.95 -28.05 -52.53 8.11 -31.47 -125.67 -165.63 -107.96 -43.15 -41.67 -136.53 -234.67 -237.35 -208.48 -208.33 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 373 216 0.6 00.000000 00.000000 DD48 1 0 10.76 11.98 24.1 6/21/2016 10:56:30 AM 0 1 0.0 0.00 0.0
 Dipole Dipole 0.00 4.00 30.00 34.00 0.47 250.96 28.48 208.97 -0.053 578.461 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 614.58 3.47 -208.33 55.56 364.58 253.47 107.64 159.72 31.25 55.56 -572.92 -475.69 -270.83 -406.25 -413.19 -295.14 -93.75 -180.56 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 373 216 0.6 00.000000 00.000000 DD48 2 0 10.76 11.98 24.1 6/21/2016 10:56:30 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 4.00 34.00 38.00 0.57 220.82 6.48 -206.04 -0.043 578.461 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -406.25 -218.75 0.00 -572.92 -750.00 -229.17 125.00 177.08 -114.58 -312.50 20.83 177.08 -354.17 -177.08 -10.42 -291.67 -166.67 104.17 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 373 216 0.6 00.000000 00.000000 DD48 3 0 10.76 11.98 24.1 6/21/2016 10:56:30 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 4.00 27.00 31.00 0.35 8.44 -17.59 -66.66 -0.054 580.228 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -470.83 -334.72 -247.22 -368.06 -468.06 -348.61 -194.44 -55.56 -63.89 -151.39 37.50 183.33 220.83 288.89 383.33 351.39 394.44 526.39 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 373 216 0.6 00.000000 00.000000 DD48 1 0 10.79 11.98 24.1 6/21/2016 10:56:36 AM 0 1 0.0 0.00 0.0
 Dipole Dipole 0.00 4.00 31.00 35.00 0.32 92.86 444.44 57.76 -0.032 580.228 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 197.92 145.83 135.42 -62.50 -239.58 -125.00 322.92 322.92 187.50 177.08 510.42 593.75 447.92 656.25 1395.83 1479.17 1093.75 760.42 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 373 216 0.6 00.000000 00.000000 DD48 2 0 10.79 11.98 24.1 6/21/2016 10:56:36 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 4.00 28.00 32.00 0.44 237.98 -74.81 -37.25 -0.060 581.456 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -251.89 -382.17 -457.48 -208.46 -116.60 21.81 -173.64 -318.72 -338.83 -343.15 -306.31 -332.32 -116.35 -32.64 27.87 -75.63 -63.35 -339.14 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 372 216 0.6 00.000000 00.000000 DD48 1 0 10.76 11.96 24.1 6/21/2016 10:56:46 AM 0 1 0.0 0.00 0.0
 Dipole Dipole 0.00 4.00 32.00 36.00 0.21 149.30 49.77 -19.64 -0.019 581.456 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 308.33 150.00 179.17 -70.83 175.00 525.00 325.00 116.67 -33.33 -95.83 -41.67 -270.83 -208.33 -145.83 -245.83 79.17 183.33 -33.33 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 372 216 0.6 00.000000 00.000000 DD48 2 0 10.76 11.96 24.1 6/21/2016 10:56:46 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 4.00 36.00 40.00 0.35 168.41 69.83 -0.76 -0.022 581.456 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 377.78 195.83 -291.67 -268.06 -77.78 30.56 -201.39 -187.50 -102.78 270.83 40.28 104.17 66.67 169.44 179.17 402.78 309.72 238.89 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 372 216 0.6 00.000000 00.000000 DD48 3 0 10.76 11.96 24.1 6/21/2016 10:56:46 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 5.00 33.00 38.00 0.35 396.52 444.86 -145.55 -0.048 600.829 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -391.67 87.50 729.17 687.50 275.00 425.00 691.67 658.33 525.00 245.83 137.50 379.17 650.00 745.83 537.50 100.00 625.00 466.67 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 394 237 0.7 00.000000 00.000000 DD48 1 0 10.64 11.98 24.1 6/21/2016 10:56:56 AM 0 1 0.0 0.00 0.0
 Dipole Dipole 0.00 5.00 38.00 43.00 0.41 336.00 437.92 -26.54 -0.037 600.829 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 484.20 554.69 680.56 704.17 871.01 756.94 599.65 403.13 483.16 572.40 377.95 240.10 218.58 215.80 169.62 61.63 219.27 269.79 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 394 237 0.7 00.000000 00.000000 DD48 2 0 10.64 11.98 24.1 6/21/2016 10:56:56 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 5.00 35.00 40.00 0.31 365.45 -27.97 -38.64 -0.035 602.700 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -108.83 -72.52 -133.93 -235.02 -311.61 -366.96 -385.71 -293.65 -94.35 -46.92 -90.67 -194.44 -182.64 -148.71 -274.11 -312.60 -319.94 -333.04 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 394 238 0.7 00.000000 00.000000 DD48 1 0 10.67 11.98 24.1 6/21/2016 10:57:06 AM 0 1 0.0 0.00 0.0
 Dipole Dipole 0.00 5.00 40.00 45.00 0.10 474.92 -33.33 -1.62 -0.008 602.700 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 385.42 182.29 -114.58 -395.83 -421.88 -583.33 -531.25 -817.71 -473.96 -197.92 -328.13 -677.08 -598.96 -520.83 -677.08 -973.96 -1114.58 -1057.29 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 394 238 0.7 00.000000 00.000000 DD48 2 0 10.67 11.98 24.1 6/21/2016 10:57:06 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 0.00 5.00 36.00 41.00 0.57 264.82 -153.18 8.83 -0.057 573.285 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -874.34 -689.32 -657.41 -780.42 -883.10 -1007.77 -1011.90 -1150.63 -1121.20 -1097.72 -1243.06 -1522.16 -1365.91 -1082.01 -814.98 -685.35 -822.59 -606.48 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 375 215 0.7 00.000000 00.000000 DD48 1 0 10.79 11.98 24.1 6/21/2016 10:57:16 AM 0 1 0.0 0.00 0.0
 Dipole Dipole 0.00 5.00 41.00 46.00 0.54 281.72 -23.30 -26.99 -0.037 573.285 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 153.87 24.31 -7.24 -137.40 -57.94 -53.97 -44.74 -171.33 -248.81 -147.02 -242.76 -616.77 -266.07 21.43 120.73 163.59 77.98 86.31 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 6 0.00 375 215 0.7 00.000000 00.000000 DD48 2 0 10.79 11.98 24.1 6/21/2016 10:57:16 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 1.00 2.00 3.00 4.00 2.51 0.28 0.16 32.43 -47.861 359.502 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -0.40 -0.13 0.10 0.12 0.28 0.33 0.31 0.07 0.19 0.23 0.16 0.23 0.24 0.17 0.11 0.28 0.27 0.26 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 624 224 1.7 00.000000 00.000000 DD48 1 0 10.76 11.98 24.1 6/21/2016 10:57:22 AM 0 1 0.0 0.00 0.0
 Dipole Dipole 1.00 2.00 4.00 5.00 0.88 515.15 326.33 184.68 -4.193 359.502 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 6074.24 5957.22 5860.65 5753.01 5664.85 5527.97 5456.12 5377.73 5301.56 5135.87 5019.42 4971.81 4872.24 4800.55 4750.38 4709.05 4618.59 4522.71 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 624 224 1.7 00.000000 00.000000 DD48 2 0 10.76 11.98 24.1 6/21/2016 10:57:22 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 1.00 2.00 5.00 6.00 2.08 296.11 594.37 -500.62 -3.974 359.502 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3434.54 3404.18 3353.17 3316.72 3266.05 3246.81 3226.12 3137.30 3081.84 3035.33 2970.77 2961.81 2969.65 2904.56 2795.75 2791.21 2835.73 2800.50 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 624 224 1.7 00.000000 00.000000 DD48 3 0 10.76 11.98 24.1 6/21/2016 10:57:22 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 1.00 2.00 6.00 7.00 0.97 5.90 -3.62 25.33 -0.925 359.502 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -3.49 -0.47 -8.64 -15.96 -3.10 0.00 -0.42 -3.06 -6.50 -7.81 -0.49 0.44 -7.29 -4.31 -2.63 -3.07 -0.07 1.70 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 624 224 1.7 00.000000 00.000000 DD48 4 0 10.76 11.98 24.1 6/21/2016 10:57:22 AM 0 0 0.0 0.00 0.0
 Dipole Dipole 1.00 2.00 7.00 8.00 0.99 14.13 2.69 9.40 -0.541 359.502 500 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 -36.12 -36.38 -9.78 -5.93 -11.90 5.05 -12.49 -17.04 -3.05 7.39 7.93 33.74 49.29 34.48 38.79 18.93 -6.13 -8.44 0.00 0.00 60 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 3 0.00 624 224 1.7 00.000000 00.000000 DD48 5 0 10.76 11.98 24.1 6/21/2016 10:57:22 AM 0 0 0.0 0.00 0.0
